"dh.date","dh.hour","sessions","impressions","clicks","conversions","revenue","payout"
"2025-10-03","2","6950","7072","361","106","883.0999999999992","591.4299999999994"
"2025-10-03","3","6454","6806","376","101","601.6999999999989","411.9499999999989"
"2025-10-03","4","8683","9555","395","114","744.399999999999","504.7499999999989"
"2025-10-03","5","13305","15144","503","146","726.0499999999986","496.9699999999988"
"2025-10-03","6","20646","23666","671","171","1471.5500000000056","1003.1499999999988"
"2025-10-03","7","19203","23279","780","173","2038.5000000000025","1340.4800000000034"
"2025-10-03","8","22759","27842","1027","184","2457.25","1629.4000000000003"
"2025-10-03","9","23812","26337","940","148","1991.75","1317.6499999999999"
"2025-10-03","10","24621","26287","936","187","2706.75","1767.6500000000005"
"2025-10-03","11","26796","28339","967","144","1446","964.1000000000014"
"2025-10-03","12","26951","26669","866","233","4102.5","2731.800000000001"
"2025-10-03","13","25856","25126","896","52","1077.4299999999998","707.17"
"2025-10-03","14","25725","24193","905","80","1161.5","770.0000000000016"
"2025-10-03","15","25730","23822","903","131","1663.61","1102.0600000000034"
"2025-10-03","16","20579","19224","618","90","1561.21","1012.1500000000019"
"2025-10-03","17","14338","14273","566","35","968.3","629.2800000000002"
"2025-10-03","18","13303","12762","522","33","863","563.8499999999999"
"2025-10-03","19","12298","12045","490","31","1011.62","673.3100000000002"
"2025-10-03","20","10750","10028","485","23","671.8","436.28000000000003"
"2025-10-03","21","9506","8545","482","23","577","377.55000000000007"
"2025-10-03","22","7921","6767","380","21","715","466.05000000000007"
"2025-10-03","23","6113","5226","291","9","161.5","106.39999999999999"
"2025-10-04","0","12730","20380","508","97","624.3","429.37999999999965"
"2025-10-04","1","9027","14546","376","61","322","210.99999999999977"
"2025-10-04","2","6000","8126","307","64","405.5","282.3499999999998"
"2025-10-04","3","5333","6635","296","90","337","233.09999999999985"
"2025-10-04","4","5820","7691","366","99","362","243.84999999999965"
"2025-10-04","5","7134","9827","325","53","152.5","105.40000000000002"
"2025-10-04","6","12599","18093","354","56","212","140.79999999999995"
"2025-10-04","7","18116","22506","477","74","426.5","285.6499999999998"
"2025-10-04","8","21956","23876","620","93","365","249.44999999999965"
"2025-10-04","9","26907","28846","748","102","585","398.79999999999956"
"2025-10-04","10","33934","35912","871","97","508.25","342.3999999999999"
"2025-10-04","11","24146","25646","970","165","1641.5","1092.0499999999997"
"2025-10-04","12","26579","27296","916","273","3162.98","2081.6200000000003"
"2025-10-04","13","26713","27037","995","115","661.96","445.6299999999998"
"2025-10-04","14","27205","27028","954","59","395.82","264.9099999999999"
"2025-10-04","15","26410","26172","1020","33","661.5","442.95000000000005"
"2025-10-04","16","26349","25413","879","22","376","242.45000000000002"
"2025-10-04","17","26341","24814","859","25","351","228.35000000000005"
"2025-10-04","18","21231","20954","775","31","699.2","457.8700000000001"
"2025-10-04","19","11042","12977","583","15","247.72","160.21"
"2025-10-04","20","9761","11283","507","43","987.8","640.58"
"2025-10-04","21","8706","10406","457","54","1361","895.8399999999997"
"2025-10-04","22","7035","7892","430","62","2296","1482.2999999999997"
"2025-10-04","23","5491","5037","337","81","1824.5","1192.55"
"2025-10-05","0","12700","19591","522","186","2689.1","1778.5600000000031"
"2025-10-05","1","8797","10781","364","121","1244.8","828.7300000000018"
"2025-10-05","2","6178","5980","403","138","1848.3","1225.7300000000016"
"2025-10-05","3","4700","4437","356","149","1187","793.6000000000006"
"2025-10-05","4","4843","4369","252","70","274.5","183.94999999999993"
"2025-10-05","5","5998","5767","308","85","265","193.59999999999988"
"2025-10-05","6","10639","10337","386","116","399","266.44999999999965"
"2025-10-05","7","12022","12057","439","98","616.5","414.4499999999998"
"2025-10-05","8","10223","10942","544","114","637","454.4999999999997"
"2025-10-05","9","13896","14095","609","116","983.5","684.4500000000012"
"2025-10-05","10","17452","16709","781","112","1005.5","731.5"
"2025-10-05","11","20602","17988","930","148","1606","1112.250000000001"
"2025-10-05","12","22552","19163","1009","178","3263.29","2223.8399999999997"
"2025-10-05","13","22911","19295","942","58","909.05","596.68"
"2025-10-05","14","22762","19244","917","35","625.5","419.49999999999994"
"2025-10-05","15","22787","19420","1045","50","1149","766.9999999999998"
"2025-10-05","16","16827","15462","707","36","859.5","551.0500000000002"
"2025-10-05","17","11966","12169","479","28","780","537.7"
"2025-10-05","18","11186","11375","436","29","827","540.22"
"2025-10-05","19","10828","10981","429","30","825","544.75"
"2025-10-05","20","10296","10302","430","26","630.8","441.02999999999986"
"2025-10-05","21","9018","9112","334","19","360.3","244.82999999999998"
"2025-10-05","22","7647","7301","272","18","478.8","312.13"
"2025-10-05","23","5561","5607","210","17","320","208.2"
"2025-10-06","0","10189","17798","528","109","959","648.7000000000002"
"2025-10-06","1","7042","9289","327","74","586","383.9999999999998"
"2025-10-06","2","5346","5083","335","70","415.5","275.4999999999998"
"2025-10-06","3","4694","4559","310","97","420","288.94999999999976"
"2025-10-06","4","6150","5838","335","93","274","188.64999999999975"
"2025-10-06","5","8968","8954","341","76","301.5","200.89999999999986"
"2025-10-06","6","15502","15664","357","69","571","371.9499999999998"
"2025-10-06","7","13450","14559","498","91","612","410.0499999999998"
"2025-10-06","8","17036","19293","688","92","939.5","666.2000000000005"
"2025-10-06","9","19923","22862","915","122","1134","738.4000000000002"
"2025-10-06","10","21466","24147","962","163","1073.8","710.230000000002"
"2025-10-06","11","24821","28988","1044","205","1632.5","1075.15"
"2025-10-06","12","22518","22588","687","199","3038.8","2021.58"
"2025-10-06","13","23096","22992","701","25","649","421.24999999999994"
"2025-10-06","14","23495","22722","684","39","1200.91","813.8000000000001"
"2025-10-06","15","20108","20306","697","29","773.71","557.9499999999999"
"2025-10-06","16","14727","16394","673","38","1230.9099999999999","885.3"
"2025-10-06","17","14003","15506","631","30","920.27","638.89"
"2025-10-06","18","13398","14920","590","44","1256","883.55"
"2025-10-06","19","12957","13966","548","35","1487","995.5499999999997"
"2025-10-06","20","12441","12868","578","30","842.8","609.5800000000002"
"2025-10-06","21","10829","11703","635","21","496","360.05000000000007"
"2025-10-06","22","8782","8537","534","17","375","259.25"
"2025-10-06","23","6374","6038","357","25","687.25","464.28"
"2025-10-07","0","9853","16884","490","67","745.5","520.8499999999997"
"2025-10-07","1","6688","9342","410","82","683","457.19999999999993"
"2025-10-07","2","5044","5543","354","56","240.5","166.79999999999993"
"2025-10-07","3","4937","4635","466","103","443","299"
"2025-10-07","4","6370","6324","439","88","292","203.99999999999991"
"2025-10-07","5","9289","9398","470","94","406","273.64999999999986"
"2025-10-07","6","16115","16356","511","105","514","340.8499999999997"
"2025-10-07","7","16972","17943","597","107","685","452.0499999999999"
"2025-10-07","8","17277","20741","722","108","1252.5","862.1500000000001"
"2025-10-07","9","20674","25324","880","110","820.5","584.6999999999999"
"2025-10-07","10","22124","25729","983","123","1894.5","1270.1500000000003"
"2025-10-07","11","23283","27100","908","152","1910.25","1273.3"
"2025-10-07","12","15170","20068","656","250","3843.25","2514.75"
"2025-10-07","13","14378","16300","595","56","768.94","520.02"
"2025-10-07","14","14922","15604","609","49","1533.5","1010.4999999999997"
"2025-10-07","15","14371","15733","615","60","1038.85","700.46"
"2025-10-07","16","13393","14167","556","66","1422.75","939.6500000000001"
"2025-10-07","17","13210","13788","584","65","1235.5","834.1"
"2025-10-07","18","12737","12667","521","61","1193.28","808.42"
"2025-10-07","19","11951","11986","493","60","1050","704.4"
"2025-10-07","20","13985","13662","643","38","634","427.95000000000005"
"2025-10-07","21","10888","10559","492","37","573.5","398.45000000000005"
"2025-10-07","22","8511","7975","325","35","464.5","316.45"
"2025-10-07","23","6160","5560","304","45","697","456.19999999999993"
"2025-10-08","0","10478","18958","467","72","707","475.65000000000003"
"2025-10-08","1","6939","10630","371","74","873.3199999999999","586.01"
"2025-10-08","2","5443","6680","460","75","501.5","344.04999999999995"
"2025-10-08","3","5208","5013","375","98","886.5","593.5999999999999"
"2025-10-08","4","6628","6484","383","85","193.5","140"
"2025-10-08","5","10381","10612","445","66","715","473.1"
"2025-10-08","6","16665","17451","644","117","604.5","417.2999999999999"
"2025-10-08","7","14775","16023","584","100","837","572.05"
"2025-10-08","8","16808","19125","750","131","1448.5","976.5000000000005"
"2025-10-08","9","19838","22272","773","157","1192.4099999999987","818.0100000000017"
"2025-10-08","10","21642","24088","842","112","1062.649999999999","720.799999999999"
"2025-10-08","11","24528","27198","914","140","2466.150000000004","1630.299999999999"
"2025-10-08","12","24053","25761","939","145","1763.599999999999","1172.7799999999988"
"2025-10-08","13","19102","20722","680","106","1577.0999999999995","1053.2499999999993"
"2025-10-08","14","14000","13156","615","46","1316.7999999999993","874.1999999999991"
"2025-10-08","15","14309","13486","556","49","858.1499999999988","584.1399999999991"
"2025-10-08","16","13998","13174","601","58","1444.549999999999","960.8499999999989"
"2025-10-08","17","14219","13390","525","40","691.7999999999993","466.6500000000002"
"2025-10-08","18","13031","12210","509","55","1130.049999999999","765.049999999999"
"2025-10-08","19","12377","11326","457","37","778.8899999999992","522.7700000000001"
"2025-10-08","20","14756","14994","825","65","1181.8499999999985","803.9899999999985"
"2025-10-08","21","10839","10054","485","165","2462.2500000000036","1623.5599999999988"
"2025-10-08","22","9247","8429","408","42","593.2299999999991","412.96000000000026"
"2025-10-08","23","6838","6276","346","47","753.7999999999993","510.1000000000002"
"2025-10-09","0","11778","21596","527","95","797.8799999999997","535.3399999999995"
"2025-10-09","1","7614","13475","408","73","901.2499999999998","597.2299999999997"
"2025-10-09","2","5971","6569","504","93","650.1499999999999","445.82999999999987"
"2025-10-09","3","6044","6385","458","104","469.45000000000005","312.15999999999997"
"2025-10-09","4","7749","8100","442","88","285.25000000000006","200.44999999999993"
"2025-10-09","5","11665","12613","483","94","542.1999999999998","366.49999999999994"
"2025-10-09","6","20099","21202","465","107","769.3999999999996","517.88"
"2025-10-09","7","15539","17780","620","108","1131.9499999999996","757.0499999999996"
"2025-10-09","8","19753","23663","757","132","2086.499999999998","1411.049999999998"
"2025-10-09","9","22596","27049","900","158","1544.8499999999979","1065.079999999998"
"2025-10-09","10","23410","26316","853","146","1462.4999999999982","1005.1299999999994"
"2025-10-09","11","23571","25056","852","144","1482.599999999999","998.7000000000004"
"2025-10-09","12","23637","23560","775","281","3728.7800000000043","2503.5300000000034"
"2025-10-09","13","24196","23376","824","91","1605.6499999999994","1081.7999999999993"
"2025-10-09","14","23957","21803","648","58","1071.8999999999992","719.299999999999"
"2025-10-09","15","17509","17003","545","66","1151.449999999999","777.2299999999989"
"2025-10-09","16","14817","15204","524","62","1297.5499999999986","870.7999999999985"
"2025-10-09","17","14489","14948","558","58","1749.4499999999987","1173.5499999999981"
"2025-10-09","18","14421","17231","532","50","670.1999999999989","463.75000000000034"
"2025-10-09","19","14408","15869","521","52","1029.2999999999988","694.4299999999989"
"2025-10-09","20","13624","15249","513","60","899.3499999999983","624.0299999999985"
"2025-10-09","21","12416","13402","464","33","447.7500000000002","314.8500000000002"
"2025-10-09","22","10511","11200","381","54","909.2499999999989","620.5499999999989"
"2025-10-09","23","7585","7713","330","37","634.7999999999993","432.95000000000016"
"2025-10-10","0","11969","20019","535","135","1014.5999999999995","688.8500000000014"
"2025-10-10","1","8201","13129","352","77","480.4000000000001","316.4499999999998"
"2025-10-10","2","6433","8812","452","102","594.2999999999997","397.4999999999997"
"2025-10-10","3","6524","7015","434","93","522.3499999999999","355.59999999999997"
"2025-10-10","4","8313","9250","411","84","347.3","234.97999999999985"
"2025-10-10","5","12891","15113","581","105","1057.1499999999999","695.850000000001"
"2025-10-10","6","20374","23254","643","119","1697.3499999999997","1121.0799999999995"
"2025-10-10","7","21854","26396","744","153","1468.2499999999989","996.3999999999993"
"2025-10-10","8","23157","28861","909","171","2079.7500000000005","1392.1999999999982"
"2025-10-10","9","26529","32249","971","168","2064.5999999999995","1383.8999999999987"
"2025-10-10","10","27841","30729","908","154","2297.700000000008","1543.779999999998"
"2025-10-10","11","30215","33031","1020","139","2260.3000000000047","1518.4999999999982"
"2025-10-10","12","24338","27223","926","238","4390.750000000006","2915.600000000006"
"2025-10-10","13","18263","21918","704","65","1206.8499999999988","817.7499999999987"
"2025-10-10","14","17959","21140","625","49","1346.1399999999994","893.1399999999995"
"2025-10-10","15","27603","29157","803","46","837.2999999999993","563.4499999999994"
"2025-10-10","16","26646","27597","666","60","1456.9700000000003","973.2399999999998"
"2025-10-10","17","27512","26830","763","116","2026.65","1354.0799999999986"
"2025-10-10","18","27364","25051","681","53","1133.0300000000002","750.24"
"2025-10-10","19","24317","20291","560","44","587.3000000000001","391.31"
"2025-10-10","20","22257","17871","523","47","975.5","635.4499999999999"
"2025-10-10","21","20055","16215","496","44","1022.65","670.0500000000001"
"2025-10-10","22","16411","12797","420","27","364.25","242.68"
"2025-10-10","23","12601","9558","322","50","1268.5","832.9999999999999"
"2025-10-11","0","13457","19812","414","78","718","480.29999999999984"
"2025-10-11","1","9166","13560","330","92","711","491.44999999999965"
"2025-10-11","2","6347","7112","377","87","527","364.2499999999997"
"2025-10-11","3","5250","4676","323","64","350","238.54999999999993"
"2025-10-11","4","5980","5558","388","72","273.5","188.5"
"2025-10-11","5","7551","7047","347","59","332.5","228.54999999999993"
"2025-10-11","6","12531","12251","435","66","311.5","210.94999999999987"
"2025-10-11","7","14319","14430","417","89","813.25","549.5299999999999"
"2025-10-11","8","13997","14801","578","117","816.15","563.0300000000001"
"2025-10-11","9","18576","19638","714","160","1666.15","1118.5000000000002"
"2025-10-11","10","22761","23299","769","213","1737","1162.4499999999998"
"2025-10-11","11","26424","26401","798","225","1251.15","852.7"
"2025-10-11","12","27649","27679","723","227","3334.52","2190.7900000000004"
"2025-10-11","13","27306","24693","647","76","1258","838.1499999999996"
"2025-10-11","14","27620","24481","621","64","803.6800000000001","545.8900000000001"
"2025-10-11","15","28216","24287","674","59","660.5","439.75"
"2025-10-11","16","27975","24208","631","73","908.38","605.5399999999997"
"2025-10-11","17","27115","23409","661","67","987.5","663.5499999999998"
"2025-10-11","18","26842","22588","558","55","929","615.9"
"2025-10-11","19","24744","20564","520","44","484.5","324.15000000000003"
"2025-10-11","20","21950","18016","494","39","315","211.94999999999996"
"2025-10-11","21","20114","15998","440","33","422.5","284.6000000000001"
"2025-10-11","22","17074","13306","379","31","544.5","356.8"
"2025-10-11","23","13199","10445","314","32","398.5","266.25"
"2025-10-12","0","13300","19335","449","114","543.5","376.3999999999996"
"2025-10-12","1","9526","13902","348","88","970","649.6500000000009"
"2025-10-12","2","6602","7296","375","62","424","286.9"
"2025-10-12","3","5056","4477","331","90","233.75","161.33"
"2025-10-12","4","5182","4720","359","65","192.75","140.15"
"2025-10-12","5","6447","5910","401","89","284.05","200.51"
"2025-10-12","6","10570","9980","350","85","325","229.04999999999993"
"2025-10-12","7","13564","13411","455","128","617.5","432.6999999999999"
"2025-10-12","8","11237","11168","478","121","730.5","503.4"
"2025-10-12","9","15416","15578","647","178","910.5","630.1"
"2025-10-12","10","19721","19206","735","176","1634","1102.4500000000005"
"2025-10-12","11","22644","21288","697","138","1371.5","926.6000000000004"
"2025-10-12","12","23233","21717","537","236","3227.5","2161.8500000000004"
"2025-10-12","13","24418","22604","610","69","903.5","601.91"
"2025-10-12","14","25133","23174","609","67","977.2","667.7299999999998"
"2025-10-12","15","24701","21043","639","49","698","461.45"
"2025-10-12","16","24760","20431","597","45","533","353.70000000000005"
"2025-10-12","17","24160","19949","557","54","597.5","403.8"
"2025-10-12","18","22477","18275","563","55","672.6","454.31000000000006"
"2025-10-12","19","21267","16970","490","53","449","298.45"
"2025-10-12","20","20135","15509","438","57","728","485.95"
"2025-10-12","21","17152","13094","386","47","406.5","275.9"
"2025-10-12","22","14444","10449","362","41","543","366.20000000000005"
"2025-10-12","23","10017","7365","257","32","328.25","215.13000000000002"
"2025-10-13","0","11224","18127","421","97","542","369.29999999999967"
"2025-10-13","1","7794","11911","331","80","1001.5","665.1000000000003"
"2025-10-13","2","5869","5999","350","78","561","375.64999999999975"
"2025-10-13","3","5182","4565","320","93","279","192.29999999999973"
"2025-10-13","4","6425","5806","359","91","264.52","189.3599999999997"
"2025-10-13","5","8865","8304","341","93","655.5","434.14999999999986"
"2025-10-13","6","14925","14262","399","91","400.5","273.44999999999976"
"2025-10-13","7","14339","13985","482","83","594","406.99999999999994"
"2025-10-13","8","16732","17316","609","133","1160.5","792.2000000000008"
"2025-10-13","9","20979","21677","731","179","1782.8","1203.9800000000002"
"2025-10-13","10","24297","24088","881","180","1138.35","787.2500000000001"
"2025-10-13","11","28628","29353","960","178","1399.349999999998","956.3500000000004"
"2025-10-13","12","26820","25673","940","82","1079.8999999999996","724.91"
"2025-10-13","13","27120","25553","766","81","1023.75","678.0799999999998"
"2025-10-13","14","26597","22710","640","46","1248","818.6999999999997"
"2025-10-13","15","25058","22006","654","236","3310.5","2184.7500000000005"
"2025-10-13","16","24746","20952","618","66","1181.5","785.0999999999999"
"2025-10-13","17","25323","20292","632","68","919","614.6500000000001"
"2025-10-13","18","23893","18225","535","77","705.03","472.8799999999999"
"2025-10-13","19","21784","17292","522","71","899.75","602.3500000000001"
"2025-10-13","20","19452","14940","466","62","1104.5","734.9499999999998"
"2025-10-13","21","18927","13038","430","47","632","425.55000000000007"
"2025-10-13","22","14742","10127","407","51","657.5","437.65000000000003"
"2025-10-13","23","10481","7334","293","41","730.25","484.63"
"2025-10-14","0","16303","16803","425","82","648.2500000000001","443.15"
"2025-10-14","1","7521","10357","323","77","739.35","498.53999999999985"
"2025-10-14","2","5599","6570","354","80","517.9000000000001","353.6599999999999"
"2025-10-14","3","5169","5059","328","76","464.20000000000005","311.15000000000003"
"2025-10-14","4","6689","6056","373","69","301.5","205.79000000000002"
"2025-10-14","5","9692","9007","367","93","417.5","284.34999999999985"
"2025-10-14","6","16734","16261","421","95","418.85","286.24999999999983"
"2025-10-14","7","17828","17951","547","90","1006.5000000000002","674.7600000000003"
"2025-10-14","8","18703","19615","611","112","889.0500000000002","596.6800000000001"
"2025-10-14","9","21831","22398","715","133","1095.6999999999994","739.87"
"2025-10-14","10","23957","24595","813","147","1324.1499999999992","885.660000000001"
"2025-10-14","11","25744","26368","857","128","1431.0999999999995","954.6700000000003"
"2025-10-14","12","30668","26624","916","135","1327.4999999999986","882.2300000000006"
"2025-10-14","13","31266","26464","900","140","1288.499999999999","872.4000000000004"
"2025-10-14","14","32535","26598","759","88","1517.9199999999994","1002.5799999999997"
"2025-10-14","15","32148","24049","706","217","3621.349999999999","2399.0999999999985"
"2025-10-14","16","31769","22259","589","64","1270.0499999999997","835.7499999999998"
"2025-10-14","17","29641","23104","616","50","1040.5","683.3999999999999"
"2025-10-14","18","27936","20940","501","41","777.75","516.78"
"2025-10-14","19","27160","19802","498","40","667","447.2"
"2025-10-14","20","24553","17575","435","27","668","439.9"
"2025-10-14","21","24267","14700","420","30","559.5","368.99999999999994"
"2025-10-14","22","22509","11757","332","25","358.5","238.05000000000004"
"2025-10-14","23","13918","8483","255","29","488","324.25000000000006"
"2025-10-15","0","14075","18626","452","104","972.2","657.2600000000002"
"2025-10-15","1","9304","11812","348","78","637.0500000000001","427.00999999999993"
"2025-10-15","2","6830","7186","307","62","582","391.14999999999986"
"2025-10-15","3","6360","5582","339","81","342","230.94999999999985"
"2025-10-15","4","8494","7587","340","77","305.35","209.39999999999986"
"2025-10-15","5","12365","11834","401","104","1013.9000000000001","676.0000000000008"
"2025-10-15","6","19554","19193","512","106","818.7","545.2000000000007"
"2025-10-15","7","20786","20436","568","119","1275.8999999999996","843.1500000000007"
"2025-10-15","8","22694","22980","818","129","1274.0999999999995","841.3100000000001"
"2025-10-15","9","25436","24975","795","138","2072.2","1368.1499999999996"
"2025-10-15","10","27645","23127","837","127","1862.4999999999995","1231.6899999999994"
"2025-10-15","11","28768","23715","700","115","2078.5","1370.4999999999993"
"2025-10-15","12","32263","27466","794","80","956.25","641.68"
"2025-10-15","13","29988","25011","811","88","2106.5","1387.2000000000003"
"2025-10-15","14","29818","23239","829","95","2350","1543.6999999999998"
"2025-10-15","15","30639","21838","800","238","3929.63","2619.120000000001"
"2025-10-15","16","31877","27628","777","37","961.5","634.8000000000002"
"2025-10-15","17","30469","26422","703","34","836.5","553.05"
"2025-10-15","18","31075","26653","641","43","1153.5","758.1000000000001"
"2025-10-15","19","29586","25471","601","42","1033.01","678.1600000000001"
"2025-10-15","20","29768","25430","612","40","1049","692.26"
"2025-10-15","21","28783","24467","537","27","600.5","392.25000000000006"
"2025-10-15","22","24417","20518","472","17","412.5","272.40000000000003"
"2025-10-15","23","15105","12569","306","27","747.5","488.8500000000001"
"2025-10-16","0","16180","23908","527","112","1097.25","727.8500000000007"
"2025-10-16","1","10168","15038","389","78","572.6","382.15999999999985"
"2025-10-16","2","7775","8731","387","94","562","376.2999999999997"
"2025-10-16","3","7045","6453","305","75","577.5","391.53000000000003"
"2025-10-16","4","8496","8482","305","70","445","302.64999999999975"
"2025-10-16","5","13437","13632","378","75","662.5","439.74999999999983"
"2025-10-16","6","21893","22556","460","101","1012.5","676.4500000000006"
"2025-10-16","7","18874","19971","622","109","1103.5","733.3000000000004"
"2025-10-16","8","23175","25807","765","130","1571.25","1038.5299999999997"
"2025-10-16","9","24777","26097","748","103","1512.5","998.2"
"2025-10-16","10","27998","27356","753","117","1422.5","954.4499999999998"
"2025-10-16","11","31237","29484","829","140","2125","1409.2499999999998"
"2025-10-16","12","30648","27952","831","264","3756.5","2521.4500000000003"
"2025-10-16","13","30858","28745","831","102","773.75","520.23"
"2025-10-16","14","35003","33045","951","60","1089.25","728.15"
"2025-10-16","15","35867","33655","912","67","1239","822.3999999999997"
"2025-10-16","16","36695","34561","961","60","1758","1155.1499999999999"
"2025-10-16","17","34603","32319","878","64","1040.5","692.5999999999999"
"2025-10-16","18","34241","30945","745","67","1128.13","755.36"
"2025-10-16","19","32659","29119","589","40","580.75","397.45"
"2025-10-16","20","31910","28350","599","52","744.5","499.18"
"2025-10-16","21","32771","29211","492","42","455","303.74999999999994"
"2025-10-16","22","30023","26963","470","38","543.75","366.45000000000005"
"2025-10-16","23","19684","17389","419","27","275","185.63000000000002"
"2025-10-17","0","18379","25339","574","136","958","641.3500000000023"
"2025-10-17","1","12486","17122","415","65","610.75","401.64999999999986"
"2025-10-17","2","9222","12257","374","71","643.5","432.74999999999983"
"2025-10-17","3","8885","8618","323","74","817","531.75"
"2025-10-17","4","11216","11202","414","63","537.75","359.9999999999999"
"2025-10-17","5","15609","16167","499","77","884.5","588.4000000000001"
"2025-10-17","6","23299","24545","574","118","1376.25","909.4"
"2025-10-17","7","26000","26883","714","123","1652.75","1089.9999999999995"
"2025-10-17","8","25400","25259","677","123","774.25","529.4300000000001"
"2025-10-17","9","29206","29755","893","145","2260.5","1490.9000000000003"
"2025-10-17","10","31527","30906","906","149","2215.75","1465.8"
"2025-10-17","11","34189","32720","898","129","1582","1061.58"
"2025-10-17","12","35789","34684","927","291","3947.25","2650.2999999999997"
"2025-10-17","13","35303","34713","934","156","1857.5","1248.4499999999998"
"2025-10-17","14","43251","42913","966","115","1875.25","1267.3000000000002"
"2025-10-17","15","44768","42454","955","76","1874","1258.4799999999998"
"2025-10-17","16","44769","41991","988","84","1644.75","1145.3999999999999"
"2025-10-17","17","41792","38664","962","78","1290.25","898.98"
"2025-10-17","18","39489","36294","893","57","1128.75","781.47"
"2025-10-17","19","44800","41646","863","56","918.8","606.2899999999997"
"2025-10-17","20","48657","45747","695","36","637.71","433.10999999999996"
"2025-10-17","21","53837","50453","741","53","953.85","643.6399999999999"
"2025-10-17","22","55866","52812","416","38","481.75","324"
"2025-10-17","23","32486","30445","422","28","471","311.53999999999996"
"2025-10-18","0","26002","33151","540","116","692.25","471.45999999999947"
"2025-10-18","1","16754","20552","379","72","577","384.6199999999998"
"2025-10-18","2","11473","13988","375","54","543","358.34999999999997"
"2025-10-18","3","10995","11903","1879","64","399","267.15"
"2025-10-18","4","9835","10667","435","60","355.5","236.87"
"2025-10-18","5","12400","14076","334","66","364.75","249.98999999999998"
"2025-10-18","6","18333","21160","388","89","481.25","327.3099999999999"
"2025-10-18","7","25315","28330","502","99","639.75","433.52999999999986"
"2025-10-18","8","31588","32248","682","146","1258.25","855.6299999999998"
"2025-10-18","9","38682","38758","755","148","1459.5","1000.6800000000001"
"2025-10-18","10","48875","48295","862","132","1300","887.7499999999999"
"2025-10-18","11","53725","52350","898","122","1400.75","963.2199999999999"
"2025-10-18","12","58971","54853","932","236","2734.75","1868.590000000002"
"2025-10-18","13","58078","54246","871","118","1563.42","1037.180000000001"
"2025-10-18","14","57013","54783","881","117","762.75","517.2999999999997"
"2025-10-18","15","60981","57930","929","57","554.62","378.7699999999998"
"2025-10-18","16","62375","59574","846","52","872.75","586.4899999999997"
"2025-10-18","17","55048","52093","848","50","614.62","409.8699999999998"
"2025-10-18","18","53034","49872","647","47","596.75","406.21999999999997"
"2025-10-18","19","53384","50350","703","46","432.78","294.1199999999998"
"2025-10-18","20","50590","54935","582","54","883","585.3099999999998"
"2025-10-18","21","56792","60971","582","49","560.25","374.3999999999999"
"2025-10-18","22","58982","62094","508","43","306.75","210.04000000000005"
"2025-10-18","23","36541","37946","392","37","299","207.35"
"2025-10-19","0","29430","36609","492","86","706","479.3699999999996"
"2025-10-19","1","18820","23016","374","82","365.25","255.3399999999997"
"2025-10-19","2","12799","15616","359","53","208","139.92000000000002"
"2025-10-19","3","11449","13555","283","50","270.75","185.23000000000005"
"2025-10-19","4","12854","14652","328","52","213.25","147.39999999999998"
"2025-10-19","5","14729","18047","336","60","287","199.77"
"2025-10-19","6","20431","25724","369","75","391.75","271.86999999999995"
"2025-10-19","7","26548","34059","412","68","617.5","431.0799999999999"
"2025-10-19","8","31710","36401","625","116","748.01","515.9099999999997"
"2025-10-19","9","41133","46737","629","103","856.75","582.9099999999997"
"2025-10-19","10","52237","59743","814","131","939.25","641.8999999999994"
"2025-10-19","11","57362","65092","818","135","1356.25","930.8899999999998"
"2025-10-19","12","62673","68015","893","299","3931.5","2623.250000000003"
"2025-10-19","13","64308","69567","979","153","750","515.3199999999996"
"2025-10-19","14","65284","70185","912","144","856.32","584.8499999999998"
"2025-10-19","15","70289","75256","935","167","903.25","623.7799999999996"
"2025-10-19","16","70674","75369","832","92","758.25","519.3999999999997"
"2025-10-19","17","58588","62681","678","68","1022.35","664.1499999999999"
"2025-10-19","18","51311","55267","604","45","1031.25","678.9699999999997"
"2025-10-19","19","60075","67614","600","72","512.61","350.7699999999998"
"2025-10-19","20","65548","71522","562","57","1101","727.5099999999994"
"2025-10-19","21","69937","74988","472","59","453","306.09999999999985"
"2025-10-19","22","64106","68178","462","54","427.25","294.94999999999993"
"2025-10-19","23","33497","35709","334","24","187.3","124.91"
"2025-10-20","0","21967","29398","409","70","653","430.5699999999998"
"2025-10-20","1","13887","18302","380","78","495.75","340.05999999999983"
"2025-10-20","2","12899","15463","350","38","129.25","89.78000000000004"
"2025-10-20","3","11816","14405","289","53","173","115.96000000000006"
"2025-10-20","4","13327","16312","296","50","370","255.04999999999995"
"2025-10-20","5","15275","20170","342","67","361.25","241.1499999999999"
"2025-10-20","6","19252","23784","474","122","524.25","357.65999999999957"
"2025-10-20","7","22506","26325","624","94","833","561.81"
"2025-10-20","8","34382","43896","687","100","1329","878.4800000000001"
"2025-10-20","9","35450","41480","733","109","968","646.6899999999997"
"2025-10-20","10","43087","49911","770","113","1231.5","819.3899999999998"
"2025-10-20","11","45151","45283","937","116","1543","1030.7000000000003"
"2025-10-20","12","42681","42489","890","205","2453.54","1631.760000000002"
"2025-10-20","13","42604","41533","798","93","808.72","550.2799999999999"
"2025-10-20","14","56354","65911","934","102","1039.5","695.8899999999998"
"2025-10-20","15","54285","71720","842","116","1117.8200000000002","757.02"
